"","sci_name","presence","origin","seasonal","compiler","yrcompiled","citation","dec_lat","dec_long","spatialref","subspecies","subpop","data_sens","sens_comm","event_year","source","basisOfRecord","catalogNumber","recordedBy","recordNumber","dist_comm","tax_comm"
"1","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-20.196035,28.616761,"WGS84",NA,NA,NA,NA,2022,"https://www.inaturalist.org/observations/108806502","HUMAN_OBSERVATION","108806502","Moira FitzPatrick","Observations",NA,NA
"2","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,19.189465,73.072749,"WGS84",NA,NA,NA,NA,2022,"o-1016064689","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"3","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-19.962822,23.462337,"WGS84",NA,NA,NA,NA,2021,"https://www.inaturalist.org/observations/76907974","HUMAN_OBSERVATION","76907974","Riana Fourie","Observations",NA,NA
"4","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.230996,37.468175,"WGS84",NA,NA,NA,NA,2020,"o-1005402295","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"5","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.230996,37.468175,"WGS84",NA,NA,NA,NA,2020,"q-10129028996","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"6","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.263918,37.496359,"WGS84",NA,NA,NA,NA,2020,"o-1005423635","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"7","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261628,37.496879,"WGS84",NA,NA,NA,NA,2020,"o-1005434985","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"8","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261874,37.496516,"WGS84",NA,NA,NA,NA,2020,"o-1005456866","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"9","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261874,37.496516,"WGS84",NA,NA,NA,NA,2020,"o-1005456938","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"10","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261874,37.496516,"WGS84",NA,NA,NA,NA,2020,"o-1005468143","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"11","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.256911,37.47859,"WGS84",NA,NA,NA,NA,2020,"o-1005476341","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"12","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.266533,37.464958,"WGS84",NA,NA,NA,NA,2020,"o-1005477797","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"13","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.26086,37.4968,"WGS84",NA,NA,NA,NA,2020,"o-1005512712","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"14","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,2.307442,37.934585,"WGS84",NA,NA,NA,NA,2020,"o-1005512718","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"15","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.262049,37.496413,"WGS84",NA,NA,NA,NA,2020,"o-1005574805","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"16","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261933,37.496676,"WGS84",NA,NA,NA,NA,2020,"o-1005574815","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"17","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-20.646662,17.100239,"WGS84",NA,NA,NA,NA,2020,"https://www.inaturalist.org/observations/41294990","HUMAN_OBSERVATION","41294990","mickyorrey","Observations",NA,NA
"18","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.180782,37.488977,"WGS84",NA,NA,NA,NA,2020,"o-1005599654","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"19","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.260283,37.497397,"WGS84",NA,NA,NA,NA,2020,"o-1005800091","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"20","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.180782,37.488977,"WGS84",NA,NA,NA,NA,2020,"q-10136082658","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"21","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261742,37.496935,"WGS84",NA,NA,NA,NA,2020,"o-1005919096","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"22","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.256,37.501961,"WGS84",NA,NA,NA,NA,2020,"o-1007168785","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"23","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.261932,37.496672,"WGS84",NA,NA,NA,NA,2020,"o-1007706426","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"24","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.260402,37.896152,"WGS84",NA,NA,NA,NA,2020,"o-1007752073","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"25","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.256,37.501961,"WGS84",NA,NA,NA,NA,2020,"q-10190831569","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"26","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.244568,37.392564,"WGS84",NA,NA,NA,NA,2020,"o-1008670771","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"27","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.268353,37.47749,"WGS84",NA,NA,NA,NA,2018,"o-1005203736","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"28","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,0.251012,37.496197,"WGS84",NA,NA,NA,NA,2018,"o-1005203660","HUMAN_OBSERVATION",NA,NA,NA,NA,NA
"29","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,17.07056,54.44639,"WGS84",NA,NA,NA,NA,2015,"https://w.jacq.org/W20160002248","PRESERVED_SPECIMEN","2016-0002248","Escobar García,P.","Herbarium W",NA,NA
"30","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-20.438577,28.748227,"WGS84",NA,NA,NA,NA,2014,"http://www.botanicalcollections.be/specimen/BR0000027312124V","PRESERVED_SPECIMEN","BR0000027312124V","Ballings P. & Würsten B.","BR",NA,NA
"31","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,5.316667,37.46,"WGS84",NA,NA,NA,NA,2011,"http://www.botanicalcollections.be/specimen/BR0000015242365V","PRESERVED_SPECIMEN","BR0000015242365V","Friis I., Crawford F., Abebe W. & Getachew E.","BR",NA,NA
"32","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,5.316667,37.46,"WGS84",NA,NA,NA,NA,2011,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1961240","PRESERVED_SPECIMEN","WAG.1961240","Friis I; Crawford FM; Wege Abebe; Ermias Getachew","Botany",NA,NA
"33","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,4.750833,38.800667,"WGS84",NA,NA,NA,NA,2010,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1961104","PRESERVED_SPECIMEN","WAG.1961104","Friis I; Harris T; Assefa Hailu; Ermias Getachew","Botany",NA,NA
"34","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-6.1,32.416667,"WGS84",NA,NA,NA,NA,2009,"https://data.biodiversitydata.nl/naturalis/specimen/WAG.1280681","PRESERVED_SPECIMEN","WAG.1280681","Bidgood GS; Leliyo G; Vollesen KB","Botany",NA,NA
"35","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-19.658042,23.139225,"WGS84",NA,NA,NA,NA,2007,"MMH_BOB-1-09_20070417-01_jushet","HUMAN_OBSERVATION",NA,"Mike Murray-Hudson",NA,NA,NA
"36","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-19.541639,23.171423,"WGS84",NA,NA,NA,NA,2007,"MMH_MIL-2-15_20070522-01_jushet","HUMAN_OBSERVATION",NA,"Mike Murray-Hudson",NA,NA,NA
"37","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.93,34.17,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468187","PRESERVED_SPECIMEN","K000468187","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"38","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.95,34.15,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468175","PRESERVED_SPECIMEN","K000468175","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"39","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-4.95,33,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468506","PRESERVED_SPECIMEN","K000468506","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"40","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.37,30.45,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468632","PRESERVED_SPECIMEN","K000468632","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"41","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.42,30.5,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468664","PRESERVED_SPECIMEN","K000468664","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"42","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,6.78333,44.45,"WGS84",NA,NA,NA,NA,2006,"UPS:BOT:V-216040","PRESERVED_SPECIMEN","V-216040","M. Thulin, Hassan Y. Kaariye & F. Wilhelmi","BOT",NA,NA
"43","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.93333,34.16667,"WGS84",NA,NA,NA,NA,2006,"UPS:BOT:V-513045","PRESERVED_SPECIMEN","V-513045","S. Bidgood, K. Hoenselaar, G. Leliyo & K. Vollesen","BOT",NA,NA
"44","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.03,35.8,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468012","PRESERVED_SPECIMEN","K000468012","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"45","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.6,35.83,"WGS84",NA,NA,NA,NA,2006,"http://specimens.kew.org/herbarium/K000468085","PRESERVED_SPECIMEN","K000468085","Vollesen, K.; Bidgood, S.; Leliyo, G.; Hoenselaar, K.","Herbarium",NA,NA
"46","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-5.03333,35.8,"WGS84",NA,NA,NA,NA,2006,"UPS:BOT:V-513239","PRESERVED_SPECIMEN","V-513239","S. Bidgood, K. Hoenselaar, G. Leliyo & K. Vollesen","BOT",NA,NA
"47","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,10,44.95,"WGS84",NA,NA,NA,NA,2002,"UPS:BOT:V-123028","PRESERVED_SPECIMEN","V-123028","Mats Thulin","BOT",NA,NA
"48","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,12.61667,53.95,"WGS84",NA,NA,NA,NA,2002,"https://herbarium.bgbm.org/object/B100113194","PRESERVED_SPECIMEN","B 10 0113194","Kilian,N., Kürschner,H., Oberprieler,C. & Kipka,S.","Herbarium Berolinense",NA,NA
"49","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,13.46667,45.91667,"WGS84",NA,NA,NA,NA,2002,"https://herbarium.bgbm.org/object/B100459107","PRESERVED_SPECIMEN","B 10 0459107","Hein,P. & Kürschner,H.","Herbarium Berolinense",NA,NA
"50","Justicia heterocarpa",NA,NA,NA,NA,NA,NA,-6.893333,31.185278,"WGS84",NA,NA,NA,NA,2002,"urn:catalog:MO:Tropicos:1810962","PRESERVED_SPECIMEN","1810962","Nathan A. Mwangulango","Tropicos",NA,NA
